Mount Kilimanjaro,-3.06667,37.35917,5895
Pico Simn Bolvar,10.83833,-73.68667,5720
Mount Elbrus,43.35254,42.437875,5642
Pico de Orizaba,19.03,-97.27,5636
Mount Damavand,35.95528,52.10917,5610
Jade Dragon Snow Mountain,27.09833,100.175,5596
Cerro del Bolsn,-27.21417,-66.09417,5552
Mount Saint Elias,60.29222,-140.93139,5489
Bogda Peak,43.80167,88.335,5445
Ritacuba Blanco,6.49417,-72.2975,5410
Popocatepetl,19.0222194,-98.6277806,5400
Mount Lucania,61.02333,-140.46556,5226
Mount Kenya,-0.1,37.2,5199
Mount Ararat,39.70194,44.29833,5137
Mount Stanley,0.38583,29.87167,5109
Mount Blackburn,61.73167,-143.43306,4996
Pico Bolvar,8.540861,-71.0465,4981
Pik Talgar,43.1178389,77.3413333,4979
Jiuding Shan,31.54333,103.85333,4969
Vinson Massif,-78.52556,-85.61722,4892
Tomort,43.07333,94.34667,4886
Puncak Jaya,-4.083,137.183,4884
Sabalan,38.26694,47.83694,4811
Monte Bianco/Mont Blanc,45.83278,6.865,4808
Klyuchevskaya Sopka,56.067,160.633,4750
Mount Fairweather,58.90639,-137.52639,4671
Mount Meru,-3.2467806,36.76025,4565
Ras Dashen,13.23667,38.3725,4550
Mount Wilhelm,-5.8,145.03333,4509
Mount Karisimbi,-1.5,29.45,4507
Belukha Mountain,49.80694,86.58972,4506
Mount Whitney,36.57861,-118.29194,4418
Mount Rainier,46.85167,-121.76028,4393
Mount Shasta,41.4091972,-122.1948889,4317
Volcn Tajumulco,15.033,-91.9,4220
Mount Hayes,63.62083,-146.715,4216
Mauna Kea,19.82056,-155.46806,4205
Toubkal,31.06194,-7.91611,4167
Mount Boising,-5.8,146.1,4150
El Melao,-28.8675,-67.1275,4150
Mount Kinabalu,6.075,116.55861,4095
Monte San Valentin,-46.595,-73.34583,4058
Mount Cameroon,4.21667,9.1725,4040
Mount Waddington,51.37361,-125.26333,4019
Mount Marcus Baker,61.43778,-147.75111,3991
Mount Robson,53.11056,-119.15667,3959
Yushan,23.47,120.9572667,3952
Taftan,28.6,61.133,3941
Sauyr Zhotasy,47.04917,85.56667,3840
Saramati,25.733,95.033,3826
Cerro Chirrip,9.48417,-83.48861,3820
Mount Kerinci,-1.69694389,101.2644439,3805
Mount Erebus,-77.533,167.283,3794
Mount Fuji,35.36056,138.7275,3776
Mount Rinjani,-8.41667,116.46667,3726
Aoraki/Mount Cook,-43.595,170.14194,3724
Teide,28.272639,-16.643611,3715
Monte San Lorenzo,-47.59167,-72.30667,3706
Gunnbjrn Fjeld,68.9195,-29.8985333,3694
Semeru,-8.1,112.91667,3676
Mount Suckling,-9.66917,149.01083,3676
Jabal An-Nabi Shu'ayb,15.27917,43.97583,3666
Lautaro,-49.019,-73.504,3623
Ichinsky,55.67778,157.72167,3607
Monarch Mountain,51.89944,-125.87583,3555
Mulhacn,37.05333,-3.31139,3479
Mount Latimojong,-3.385,120.02417,3478
Mount Leuser,3.7975,97.21917,3466
Koryaksky,53.317,158.683,3456
Emi Koussi,19.78944,18.55111,3445
Mount Slamet,-7.239,109.22,3432
Aneto,42.6309917,0.6566861,3404
Mount Etna,37.75083451,14.99322029,3403
Arjuno-Welirang,-7.765,112.58972,3339
Raung,-8.125,114.04167,3332
Shiveluch,56.6536333,161.3629667,3307
Mount Lawu,-7.625,111.19167,3265
Mount Siple,-73.433,-126.667,3110
Pico Duarte,19.03306,-71.00528,3098
Piton des Neiges,-21.09889,55.47889,3069
Haleakal,20.71806,-156.25,3055
Mount Agung,-8.34194,115.50778,3031
Mount Binaiya,-3.17333,129.455,3027
Jabal Shams,23.23738819,57.26379369,3019
Pico Basil,3.58333,8.76667,3011
Pico da Neblina,0.8054944,-66.0053583,2994
Mount Stephenson,-69.817,-69.717,2987
Pico do Ramelau,-8.90667,125.49333,2963
Mount Apo,6.9875,125.27083,2954
Mount Paget,-54.44083,-36.55528,2934
Mount Pulag,16.58361,120.88361,2922
Maromokotro,-14.02278,48.96583,2876
Moncong Lompotabang,-5.346679069,119.9316665,2874
Mount Shishaldin,54.75,-163.967,2869
Pico do Fogo,14.9492694,-24.3403694,2829
